Restrição de Atendimento,Escola,Código INEP,UF,Município,Localização,Localidade Diferenciada,Categoria Administrativa,Endereço,Telefone,Dependência Administrativa,Categoria Escola Privada,Conveniada Poder Público,Regulamentação pelo Conselho de Educação,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Outras Ofertas Educacionais,Latitude,Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE PROFESSOR GUILHERME AZEVEDO LAGE,31000698,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA MARICA, 285 SAO GABRIEL. 31980-470 Belo Horizonte - MG.",(31) 34931474,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",,-19.84842,-43.91257
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE PROFESSOR BATISTA SANTIAGO,31000701,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CLEBER SOARES ANDRADE, 330 SANTA MONICA. 31525-390 Belo Horizonte - MG.",(31) 34550927,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-19.8249982,-43.9785477
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE MELO VIANA,31000710,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA BOM SUCESSO, 345 CARLOS PRATES. 30710-440 Belo Horizonte - MG.",(31) 34621088,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atividade Complementar,-19.9127244,-43.9646258
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE SARAH KUBITSCHEK BAIRRO GRACA,31000728,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JUACEMA, 315 DA GRACA. 31140-030 Belo Horizonte - MG.",(31) 34212313,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,,-19.90049,-43.93124
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE AMELIA JOSEFINA KEESEN,31000744,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA HERCULANO PENA, 598 NOVA SUICA. 30550-012 Belo Horizonte - MG.",(31) 33717099,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atividade Complementar,-19.936429,-43.981279
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE CARLOS GOES,31000752,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ERNESTO AUSTIN, 420 BOA VISTA. 31060-430 Belo Horizonte - MG.",(31) 34857577,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",Atividade Complementar,-19.8956823,-43.9023814
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE DONA AUGUSTA GONCALVES NOGUEIRA,31000761,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA COPERNICO PINTO COELHO, 13 SANTA LUCIA. 30350-290 Belo Horizonte - MG.",(31) 32964388,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-19.9501965,-43.9450248
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE PROFESSOR CAETANO AZEREDO,31000787,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA GUAJAJARAS, 1827 BARRO PRETO. 30180-101 Belo Horizonte - MG.",(31) 32954965,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-19.9231155,-43.9507842
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE MINISTRO ALFREDO VILHENA VALLADAO,31000795,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA SONIA MORAES ANGEL, 111 TIROL. 30662-300 Belo Horizonte - MG.",(31) 33853775,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",,-19.99213422,-44.03792298
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE SARAH KUBITSCHEK IPIRANGA,31000809,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JOSE CLEMENTE PEREIRA, 91 IPIRANGA. 31160-130 Belo Horizonte - MG.",(31) 34263270,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-19.88201,-43.93517
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE ANA DE CARVALHO SILVEIRA,31000825,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA DOM LEME, 235 SILVEIRA. 31140-560 Belo Horizonte - MG.",(31) 34236080,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",Atendimento Educacional Especializado,-19.88755,-43.9304
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE CARMO GIFFONI,31000833,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA COLAR, 85 JATOBA. 30692-020 Belo Horizonte - MG.",(31) 33854381,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",,-19.9942303,-44.05401304
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE DOUTOR AURINO MORAIS,31000841,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DOMICIO GABRIEL DE VASCONCELOS, 230 VALE DO JATOBA. 30664-480 Belo Horizonte - MG.",(31) 33856088,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",,-20.00968341,-44.03732648
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE PROFESSOR CLAUDIO BRANDAO,31000868,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA SENADOR LEVINDO COELHO, 250 VALE DO JATOBA. 30662-290 Belo Horizonte - MG.",(31) 33857146,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,Ensino Médio,,-19.99528307,-44.0354343
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE NECESIO TAVARES,31000876,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA FERNAO DIAS, 7 ALTO VERA CRUZ. 30285-160 Belo Horizonte - MG.",(31) 34831212,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-19.907244,-43.8921221
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE JOAO ALPHONSUS,31000892,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DOUTOR MICHAELLI, 680 PARAISO. 30270-190 Belo Horizonte - MG.",(31) 34822083,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",Atividade Complementar,-19.9219122,-43.9001878
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE DOUTOR EUZEBIO DIAS BICALHO,31000922,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA SERRANO, 75 SERRANO. 30882-370 Belo Horizonte - MG.",(31) 34761277,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,,-19.88472505,-44.01298111
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE JORNALISTA JORGE PAES SARDINHA,31000931,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA FRANCISCA SANTOS ANASTASIA, 990 JARDIM ALVORADA. 30810-660 Belo Horizonte - MG.",(31) 34181784,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,,-19.8905507,-43.9910349
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE PROFESSOR CLOVIS SALGADO,31000949,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA DAS CASTANHOLAS, 80 CONJUNTO CALIFORNIA. 30850-760 Belo Horizonte - MG.",(31) 34172127,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-19.9235246,-44.00952162
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE NOSSA SENHORA APARECIDA,31000957,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PAULO ARBEX, 25 JARDIM AMERICA. 30421-476 Belo Horizonte - MG.",(31) 33738447,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atividade Complementar,-19.950765,-43.9684033
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE JOSE BONIFACIO,31000973,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA HERMILO ALVES, 168 SANTA TEREZA. 31010-070 Belo Horizonte - MG.",(31) 25522227,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",,-19.91665,-43.92474
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE CECILIA MEIRELES,31000990,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JOSE DOS SANTOS LAGE, 360 TEIXEIRA DIAS. 30644-220 Belo Horizonte - MG.",(31) 33843587,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",,-19.9892791,-44.0176797
ESCOLA ATENDE EXCLUSIVAMENTE ALUNOS COM DEFICIÊNCIA,EE DE EDUCACAO ESPECIAL DOUTOR JOAO MOREIRA SALLES,31001007,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA SANTA CLARA DE ASSIS, 159 MINASLANDIA. 31810-390 Belo Horizonte - MG.",(31) 34452215,Estadual,Não Informado,Não,Sim,Até 50 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",,-19.8544,-43.93251
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE NOSSA SENHORA DO BELO RAMO,31001031,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA SEBASTIAO DE BARROS, 151 NOVA GRANADA. 30431-325 Belo Horizonte - MG.",(31) 33719749,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",Atividade Complementar,-19.9408109,-43.9684078
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE SARAH KUBITSCHEK SAO GERALDO,31001040,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JANAITIBA, 144 SAO GERALDO. 31050-260 Belo Horizonte - MG.",(31) 33473065,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-19.902442,-43.8980456
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE JOSE IZIDORO DE MIRANDA,31001058,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA FRANCELINA ALVES DE MIRANDA, 468 MARIA GORETTI. 31920-690 Belo Horizonte - MG.",(31) 34323158,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-19.86456,-43.90926
ESCOLA ATENDE EXCLUSIVAMENTE ALUNOS COM DEFICIÊNCIA,EE PESTALOZZI,31001066,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA TIMBIRAS, 3080 BARRO PRETO. 30140-062 Belo Horizonte - MG.",(31) 32954967,Estadual,Não Informado,Não,Sim,Até 50 matrículas de escolarização,Educação de Jovens Adultos,,-19.9233819,-43.9516574
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE CELSO MACHADO,31001074,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DONA LUIZA, 491 MILIONARIOS. 30620-090 Belo Horizonte - MG.",(31) 33837458,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-19.98482,-44.00408
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE DOUTOR LUCAS MONTEIRO MACHADO,31001082,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA GUARARAPES, 1800 PINDORAMA. 30865-000 Belo Horizonte - MG.",(31) 34732695,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",,-19.90999063,-44.02035053
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE JOSE MENDES CORREA,31001091,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CARMELITA PRATES DA SILVA, 682 SALGADO FILHO. 30550-110 Belo Horizonte - MG.",(31) 33322594,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-19.94348,-43.98538
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE PROFESSOR FRANCISCO BRANT,31001104,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ANTONIO PEIXOTO GUIMARAES, 165 CAICARAADELAIDE. 30770-290 Belo Horizonte - MG.",(31) 34642260,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-19.90783,-43.97535
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE ODILON BEHRENS,31001112,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CONEGO FELICIO, 84 CORACAO EUCARISTICO. 30535-570 Belo Horizonte - MG.",(31) 33714474,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",,-19.925439,-43.985599
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE SERGIA CALDEIRA ALKIMIN,31001121,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA SANTA EDWIGES, 336 SAO MARCOS. 31920-530 Belo Horizonte - MG.",(31) 34323839,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,,-19.86831,-43.91191
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE CESARIO ALVIM,31001155,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA RIO GRANDE DO SUL, 0 CENTRO. 30170-110 Belo Horizonte - MG.",(31) 32127638,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,"Atendimento Educacional Especializado, Atividade Complementar",-19.9179154,-43.9447792
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE DUQUE DE CAXIAS,31001163,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA MARIA DE LOURDES OLIVEIRA, 85 SANTA HELENA. 30642-200 Belo Horizonte - MG.",(31) 33845022,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,,-19.98363,-44.01099
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE JULIA LOPES DE ALMEIDA,31001171,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PADRE JULIO MARIA, 177 SAUDADE. 30285-360 Belo Horizonte - MG.",(31) 36547222,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atividade Complementar,-19.916947,-43.9003029
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE PROFESSOR LEON RENAULT,31001180,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA AMAZONAS, 5855 GAMELEIRA. 30510-000 Belo Horizonte - MG.",(31) 33325097,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,-19.932269,-43.985693
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE OLEGARIO MACIEL,31001198,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA OLEGARIO MACIEL, 422 CENTRO. 30180-110 Belo Horizonte - MG.",(31) 32019816,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Médio,,-19.9179596,-43.944188
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE SILVIANO BRANDAO,31001201,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ITAPECERICA, 685 LAGOINHA. 31210-030 Belo Horizonte - MG.",(31) 34425801,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-19.9078381,-43.9452108
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE ANITA BRINA BRANDAO,31001210,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA HIGINO BONFIOLI, 5 JARAGUA. 31270-460 Belo Horizonte - MG.",(31) 34911045,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-19.8560834,-43.9489034
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE ESTEVAO PINTO,31001228,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CONSELHEIRO ROCHA, 3792 HORTO. 31035-007 Belo Horizonte - MG.",(31) 21299520,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação de Jovens Adultos,,-19.91011,-43.91315
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE EFIGENIO SALLES,31001244,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA SERENATA, 115 SANTANA DO CAFEZAL. 30250-000 Belo Horizonte - MG.",(31) 32820255,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-19.93523,-43.90981
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE LAICE AGUIAR,31001252,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA MARIA DA SILVEIRA, 44 NOVO GLORIA. 30870-190 Belo Horizonte - MG.",(31) 34713952,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,"Atendimento Educacional Especializado, Atividade Complementar",-19.907774,-44.0054719
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE PROFESSOR LEOPOLDO DE MIRANDA,31001261,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA BARAO DE MACAUBAS, 449 SANTO ANTONIO. 30350-090 Belo Horizonte - MG.",(31) 32963398,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Médio,,-19.9393786,-43.9473856
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE OLIMPIA REZENDE PEREIRA,31001279,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA LINDOLFO DEODORO, 84 JARDIM AMERICA. 30550-006 Belo Horizonte - MG.",(31) 33733434,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-19.9395724,-43.9791072
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE LAUDIEME VAZ DE MELO,31001295,MG,Belo Horizonte,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CAMILO PRATES, 238 UNIAO. 31170-490 Belo Horizonte - MG.",(31) 33277379,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",-19.8826399,-43.9184957
